,2-aminoadipate,3-phosphoglycerate,alpha-glycerophosphate,4-pyridoxate,aconitate,adenine,adipate,alpha-ketoglutarate,AMP,citrate,isocitrate,CMP,cystathionine,cytidine,dCMP,DHAP/glyceraldehyde 3P,erythrose-4-phosphate,F1P/F6P/G1P/G6P,hexoses (HILIC neg),fumarate/maleate/alpha-ketoisovalerate,glucuronate,glutathione oxidized,glutathione reduced,GMP,guanosine,hippurate,hypoxanthine,inosine,kynurenine,lactate,lactose,malate,NAD,NADP,oxalate,pantothenate,PEP,ribose-5-P/ribulose5-P,sorbitol,succinate/methylmalonate,sucrose,thymine,UMP,UDP-galactose/UDP-glucose,uracil,urate,uridine,xanthine,taurocholate,glycodeoxycholate/glycochenodeoxycholate,taurodeoxycholate/taurochenodeoxycholate,phosphocreatine,3-methyladipate/pimelate,6-phosphogluconate,alpha-hydroxybutyrate,2-hydroxyglutarate,inositol,malondialdehyde,glycine,alanine,serine,threonine,methionine,aspartate,glutamate,asparagine,glutamine,histidine,arginine,lysine,valine,leucine,isoleucine,phenylalanine,tyrosine,tryptophan,proline,cis/trans-hydroxyproline,ornithine,citrulline,taurine,5-HIAA,serotonin,GABA,acetylglycine,dimethylglycine,homocysteine,SDMA/ADMA,NMMA,allantoin,anthranilic acid,kynurenic acid,5-adenosylhomocysteine,carnosine,N-carbamoyl-beta-alanine,thiamine,niacinamide,betaine,choline,alpha-glycerophosphocholine,acetylcholine,creatine,creatinine,thyroxine,trimethylamine-N-oxide,hexoses (HILIC pos),adenosine,thymidine,xanthosine,2-deoxyadenosine,2-deoxycytidine,cAMP,cotinine,pipecolic acid,pyroglutamic acid,1-methylnicotinamide,butyrobetaine,putrescine,methionine sulfoxide,carnitine,acetylcarnitine,propionylcarnitine,malonylcarnitine,butyrylcarnitine/isobutyrylcarnitine,valerylcarnitine/isovalerylcarnitine/2-methylbutyroylcarnitine,hexanoylcarnitine,heptanoylcarnitine,lauroylcarnitine,myristoylcarnitine,palmitoylcarnitine,stearoylcarnitine,oleylcarnitine,arachidonyl_carnitine,sarcosine,beta-alanine,anserine,C14:0 LPC,C16:1 LPC,C16:0 LPC,C18:2 LPC,C18:1 LPC,C18:0 LPC,C20:4 LPC,C20:3 LPC,C22:6 LPC,C16:0 LPE,C18:1 LPE,C18:0 LPE,C20:4 LPE,C22:6 LPE,C32:2 PC,C32:1 PC,C32:0 PC,C34:4 PC,C34:3 PC,C34:2 PC,C34:1 PC,C36:4 PC-A,C36:4 PC-B,C36:3 PC,C36:2 PC,C36:1 PC,C38:6 PC,C38:5 PC,C38:4 PC,C38:2 PC,C40:6 PC,C14:0 SM,C16:1 SM,C16:0 SM,C18:2 SM,C18:1 SM,C18:0 SM,C22:1 SM,C22:0 SM,C24:1 SM,C24:0 SM,C34:2 DAG,C34:1 DAG,C36:2 DAG,C36:1 DAG,C14:0 CE,C16:1 CE,C16:0 CE,C18:3 CE,C18:2 CE,C18:1 CE,C18:0 CE,C20:5 CE,C20:4 CE,C20:3 CE,C22:6 CE,C46:2 TAG,C46:1 TAG,C46:0 TAG,C48:3 TAG,C48:2 TAG,C48:1 TAG,C48:0 TAG,C50:3 TAG,C50:2 TAG,C50:1 TAG,C50:0 TAG,C52:5 TAG,C52:4 TAG,C52:3 TAG,C52:2 TAG,C52:1 TAG,C54:7 TAG,C54:6 TAG,C54:5 TAG,C54:4 TAG,C54:3 TAG,C54:2 TAG,C54:1 TAG,C56:8 TAG,C56:7 TAG,C56:6 TAG,C56:5 TAG,C56:4 TAG,C56:3 TAG,C56:2 TAG,C58:8 TAG,C58:7 TAG,C58:6 TAG
SIDM00493,5.94709,5.89809,5.61022,5.88912,5.90826,5.86031,5.9581,5.88242,5.67059,5.86124,5.88409,5.6947,5.635,5.71153,5.66672,5.96189,5.82939,5.85754,6.15009,5.97601,5.89296,5.99128,5.85791,5.70395,5.89402,6.01874,5.98627,5.87408,5.77979,5.8543,6.08539,5.93317,5.78646,5.92017,5.90157,5.63264,5.80617,5.94406,6.05353,5.97658,6.08411,6.15805,5.65522,5.8431,6.09481,6.08053,6.0802,5.99479,6.13335,6.00071,6.10342,6.0675,5.9611,6.06464,5.76321,5.88017,5.83872,5.90838,5.96434,5.8472,6.27154,5.99072,6.074,6.15094,5.9245,6.17757,6.21951,6.06678,6.20021,6.05663,6.01437,6.05963,6.03253,6.07064,6.05617,6.03899,5.85185,6.06999,6.23377,6.04685,5.6948,5.93953,5.77853,5.83762,5.91331,6.03925,6.0004,5.98039,5.90354,6.06213,6.4621,6.17028,5.86128,6.17344,6.09095,5.99577,5.95959,5.9225,5.98922,5.67845,6.0331,5.96772,6.0368,6.00011,5.88498,6.20602,5.82271,6.20644,5.94855,6.13581,6.00822,5.96936,5.82622,5.76799,6.03238,6.37973,5.87933,6.05758,6.08877,5.95634,5.89417,6.0706,5.97846,6.20229,6.51694,6.17405,6.1441,6.64914,6.76327,6.76552,6.69436,6.6978,5.95013,5.9874,5.75274,6.12363,6.12599,6.12596,6.15184,6.13557,6.04843,6.13678,6.00525,6.03353,6.12803,6.12511,6.01409,5.92054,6.06266,6.30836,5.8801,5.80907,5.62676,5.91709,5.95417,5.83008,5.74828,5.93932,5.90463,5.78167,5.78615,5.63123,5.91229,5.92178,5.84868,5.47367,5.80988,5.76629,5.80222,5.59118,5.61195,5.73421,5.52664,5.82215,5.7912,5.46589,5.56409,5.76564,5.57408,5.59099,5.58634,5.96394,6.04592,5.93061,6.04805,6.13812,5.94878,5.78167,6.11683,6.12549,6.15348,6.08749,5.70105,5.50467,5.742,5.49378,5.40221,5.23351,5.56088,5.43928,5.26053,5.29251,5.49423,5.52401,5.41029,5.34537,5.21326,5.23763,5.64274,5.65423,5.53316,5.34302,5.29504,5.06753,5.28193,5.85328,5.63309,5.65036,5.46304,5.2531,5.15192,5.13254,5.62344,5.40752,5.43538
SIDM00494,6.38146,6.16693,5.6298,5.548,6.13733,5.82045,5.66001,6.07947,6.30402,6.13094,6.01827,6.27269,6.66058,5.92782,5.95325,5.68152,6.01054,5.95253,5.33946,6.10737,5.70802,5.99109,6.12723,6.33451,5.83124,5.48192,5.11021,5.53589,5.65657,5.90409,5.61439,6.17551,6.04732,6.03482,5.76898,5.87813,6.16819,5.69127,5.59409,5.66138,5.52437,5.87341,6.27008,6.17107,5.57624,5.74575,6.01311,5.51976,5.56275,5.54509,3.78087,5.71154,5.69548,5.53549,5.73817,5.8918,5.59558,5.86851,6.09405,6.45554,5.52182,6.75483,6.22656,6.16019,6.12658,5.75595,6.29578,6.20929,5.64272,6.16535,6.53624,6.1387,6.23078,6.57655,6.5842,6.66451,6.02202,5.1154,5.30394,5.8095,5.80628,6.02508,6.2421,5.75541,5.88147,5.64446,6.66193,5.76355,5.89719,5.63904,5.29554,5.57564,6.52563,5.6873,6.08577,6.13913,6.19089,5.74201,5.27443,5.41101,5.53462,5.72871,5.63382,5.69971,5.99523,5.41622,5.65198,6.1177,5.66782,6.31372,6.2659,6.35682,5.61214,6.53472,6.02297,5.43237,6.06423,5.99884,5.78436,5.8659,6.08223,6.62483,5.97373,6.43468,5.89491,5.73619,5.58785,5.82438,5.98967,5.58354,5.49143,5.80082,5.71179,6.13256,5.92192,5.7447,5.77355,5.93349,5.51832,5.60552,5.72576,5.38351,5.74723,5.43313,5.77021,5.84319,5.96943,5.78894,5.70566,5.40947,6.51153,6.15517,5.95208,6.22044,6.4529,6.22735,5.95424,5.87244,5.90387,6.08991,6.15112,5.79263,5.74817,5.87796,5.98186,6.3933,5.77267,6.14513,5.92702,5.99528,5.80845,6.10987,6.05124,6.09988,6.19479,6.26389,6.13238,6.26506,6.48416,6.68788,6.17426,5.86305,5.73964,5.65982,5.70092,5.66872,5.76734,5.58271,5.56127,5.55593,5.76991,5.62623,6.10888,5.86976,5.71938,6.06228,6.0826,5.84116,5.42422,6.07812,5.99956,5.59018,5.32346,5.8093,5.91595,6.03879,5.85046,5.40806,5.88938,5.74075,5.78429,5.78897,6.01664,5.75075,5.54009,5.68921,5.78953,5.63106,5.64203,5.80596,6.09378,5.87805,5.73043,5.53042,5.52577
SIDM00506,5.63652,5.94828,5.4713,6.16165,5.42607,6.22793,6.22095,5.68658,6.28806,5.52389,5.4422,6.13418,6.25352,5.50465,6.17065,5.82575,6.12324,5.90276,5.49171,6.158,5.51369,6.03763,6.07039,6.0406,5.8847,5.32262,5.96526,6.03192,5.60742,5.34433,5.24276,5.94213,5.78056,6.1145,6.4715,5.82738,6.01545,5.82446,5.29986,5.49932,5.84939,5.71145,6.25343,5.72543,5.41975,5.08453,5.3093,5.07113,5.71285,5.67571,5.28972,5.75564,6.15786,5.78118,5.96586,5.93483,6.13192,5.9515,5.84768,5.63752,6.03831,5.69764,5.26413,6.00303,5.77586,5.73663,5.76284,5.3324,5.68705,5.30542,5.48395,5.22291,5.21883,5.1957,5.21289,5.3632,5.5748,5.80471,5.78804,5.42337,5.72341,5.98637,5.52945,6.79405,6.02087,5.51758,5.27182,5.1943,5.05475,5.18351,5.85604,4.87666,6.04771,5.51081,5.44837,5.56076,5.36594,5.98677,6.01911,6.33408,6.05876,5.81681,5.37723,5.56327,6.42992,5.80107,5.91699,5.61707,5.37281,6.24471,5.50457,6.04792,6.45925,5.47827,5.29533,4.21749,5.64509,6.31033,5.67212,5.58969,5.23427,5.45945,5.27025,5.50188,5.59403,5.54041,5.56086,6.39318,6.58677,6.77722,6.57891,6.3571,6.52945,5.91723,5.50056,5.82481,6.19816,5.71389,5.77263,6.04258,5.39318,6.01432,5.52366,6.23162,6.01596,6.17377,5.97753,6.02453,6.1133,6.289,5.60269,6.10699,6.23137,5.88008,5.62981,5.85134,6.23293,5.87469,6.30719,5.93953,5.97327,6.41027,6.27588,6.21993,6.32132,5.83415,6.36712,5.73617,5.80662,6.04486,6.02696,6.02821,5.81941,5.95554,5.9062,5.45079,5.77706,6.90473,5.99963,5.69434,6.24724,5.75178,5.51746,5.55774,5.74615,5.51517,5.29996,5.6785,5.64237,5.47961,5.60053,5.58848,6.1034,6.07698,6.20552,5.61333,5.75344,5.92721,6.1265,5.64749,5.71761,5.98557,6.26269,5.9689,5.73221,5.6379,5.82943,6.06411,6.05486,6.18917,5.87253,5.85797,5.69202,5.96503,6.11596,6.287,6.24214,6.1893,5.9905,6.04661,5.82447,6.10469,6.20975,6.06766,6.18132
SIDM00507,5.93651,5.77295,5.4037,5.98679,5.53322,5.9933,5.9172,5.68524,6.05458,5.45686,5.48037,6.01579,6.34935,5.93807,6.1011,5.68574,5.99177,5.72641,5.49504,5.88068,5.5155,5.59603,5.68931,5.94103,5.90493,5.59988,5.62057,5.87297,5.47314,5.52159,5.26269,5.69909,5.68281,5.85978,6.12454,5.85575,5.74812,5.70357,5.43471,5.55449,5.6838,5.7627,6.04785,5.4873,5.54178,5.29701,5.70785,5.30966,5.71976,5.77812,5.26696,5.93195,5.98826,5.93862,5.8687,5.85265,5.87866,5.85722,5.8247,5.94653,5.97185,5.92158,5.59298,6.02704,5.82197,6.01818,5.93408,5.62042,5.86846,5.57726,5.72124,5.59874,5.65953,5.58714,5.65106,5.67045,5.76486,5.88971,5.85137,5.58134,5.84751,5.88422,5.68123,6.24258,5.84662,5.64413,5.641,5.55184,5.48043,5.52373,5.99737,5.35402,6.03976,5.58183,5.99327,5.71814,5.73944,5.81847,5.79442,6.09474,6.14426,5.9602,5.65309,5.8101,6.08858,5.75859,5.7466,5.8819,5.59129,6.28811,6.44354,6.14469,6.0756,5.86058,5.64041,5.05454,5.73791,6.1764,5.75449,5.74043,5.59832,5.65487,5.57349,5.64412,5.6972,5.64057,5.72109,6.17265,6.34844,6.37501,6.32607,6.30607,6.19428,5.92056,5.76202,5.80189,6.08312,5.79518,5.75636,5.89568,5.57265,5.89532,5.6425,5.9856,5.90052,5.98138,5.93754,5.98731,6.00031,5.95286,5.81364,6.039,6.09775,5.84349,5.74848,5.87375,6.01886,5.75204,5.98086,5.79414,5.87564,6.01446,5.91228,5.89402,6.01781,5.80573,5.97996,5.68997,5.81878,5.83369,5.93169,5.93286,5.77582,5.82193,5.84082,5.44854,5.58134,6.48954,6.06915,5.95856,6.14189,5.77845,5.55105,5.59936,5.64827,5.47497,5.44558,5.65822,5.55063,5.47739,5.51371,5.40741,6.19126,6.28766,6.26814,6.08581,6.13043,6.23403,6.25667,6.01393,6.05997,6.16407,6.31001,6.00587,5.95983,5.94574,6.02713,6.16783,6.04076,6.08955,5.95555,5.95488,5.90531,6.09777,6.27783,5.95868,6.15892,6.06985,5.96441,6.06537,6.00387,6.22171,6.06935,5.95562,5.95337
SIDM00508,5.77643,5.67511,5.64718,6.0859,5.63062,5.96199,5.9735,5.74229,6.1712,5.62049,5.67451,6.13021,5.88167,5.93652,5.89137,5.6635,5.85685,5.72094,5.63045,5.91375,5.68876,5.7794,5.8373,6.02777,5.68912,5.74857,5.85606,5.82491,5.77603,5.68492,5.48939,5.83324,5.77822,6.02661,6.07868,5.88219,5.66434,5.73115,5.66374,5.79593,5.78445,5.92129,6.14511,5.68763,5.63923,5.58548,5.92736,5.53318,5.62017,5.82578,5.78033,5.6047,5.96107,5.73819,5.85931,6.16556,5.97776,5.92679,5.76026,5.85572,5.93822,5.76583,5.57035,6.00939,5.87082,6.09356,5.84918,5.57724,5.93141,5.54927,5.66677,5.59825,5.57996,5.55846,5.55605,5.63244,5.84175,6.04009,6.00215,5.63307,5.97451,5.8245,5.98581,6.38129,5.81425,5.67467,5.62704,5.61681,5.51216,5.62354,6.19643,5.41105,6.00761,5.67614,6.14463,5.74273,5.64281,5.90676,5.97576,5.82351,6.26255,5.81106,5.65125,5.84344,5.99691,5.78958,5.85023,6.1162,5.69811,6.01962,6.32631,5.89155,6.02213,5.86243,5.69989,5.61734,5.9221,6.13149,5.67756,6.00335,5.83764,5.84825,5.86703,6.05539,6.35251,6.11,6.1142,6.43648,6.55923,6.55682,6.57147,6.51094,6.1216,5.86846,5.89452,5.87952,5.99368,5.79534,5.75951,5.89132,5.66392,5.88193,5.70429,5.93696,5.85792,5.76953,5.74386,5.90244,5.91086,5.77019,5.92756,6.04373,6.08474,5.9135,5.87189,5.92702,6.04658,5.89269,6.03063,5.92524,5.93088,6.11064,6.09312,6.03539,6.02392,6.01185,6.04818,5.88775,5.93659,5.98432,6.024,6.04169,5.97538,5.93927,5.90864,5.83968,5.89224,6.00741,5.90596,5.87303,5.9919,6.04907,5.91268,5.84729,6.02116,5.93973,5.82934,5.91122,5.92131,5.90306,5.96243,5.89869,5.76894,5.81396,5.94156,5.6128,5.65118,5.74104,5.87791,5.59109,5.64693,5.71933,5.81929,5.7085,5.60531,5.57357,5.6393,5.71121,5.72639,5.76509,5.71083,5.61873,5.57545,5.66194,5.83357,5.7992,5.86113,5.81359,5.67982,5.73161,5.64586,5.76298,5.81727,5.71399,5.69423
SIDM00509,5.65982,5.72668,6.03671,5.64013,5.67954,6.36103,5.78418,5.78924,7.1553,5.78806,5.82734,7.02915,6.66834,6.82539,6.40393,5.28203,5.57434,5.51378,4.96897,6.09317,5.28525,5.68983,5.90473,6.8979,5.99974,5.08432,6.32289,6.05824,5.56045,5.48045,4.94319,6.0893,5.83929,5.93029,6.1107,6.03996,5.88713,5.44435,5.1357,5.69356,5.56846,5.74384,7.13906,5.73048,5.43298,5.06913,6.47153,5.11132,5.51264,5.46605,5.12729,6.26074,5.78268,5.26839,5.80016,6.4565,6.06189,5.81245,6.06797,6.09778,5.71641,5.66272,5.29359,5.98955,5.99134,6.38641,5.70891,5.39049,5.61627,5.06943,5.37141,5.38591,5.42321,5.32833,5.36433,5.38792,6.0169,6.355,5.69365,5.44973,6.15346,5.52152,5.51896,6.86014,5.7235,5.41762,5.54373,5.44024,5.33245,5.29731,5.8115,4.90581,6.70453,5.14709,5.31419,5.4365,5.54705,5.76021,5.94847,5.53575,6.7097,6.3808,5.53153,5.45991,6.09118,5.39031,5.81182,5.38918,5.36949,6.09078,6.48193,5.97808,5.77886,5.94292,5.39267,4.68671,5.79178,6.20234,5.58783,5.64128,5.58224,5.29414,5.7453,5.7941,6.20282,5.75937,5.94305,6.04467,6.40889,6.4471,6.39262,6.31322,6.19071,5.85246,6.03658,5.55692,5.98889,5.88268,5.66369,5.76311,5.56509,5.70595,5.59583,5.86687,5.6721,6.05719,6.03525,6.03574,6.09385,6.08749,6.47181,6.37655,6.2179,6.28213,6.14485,6.15843,6.13527,5.86664,6.08203,5.91561,6.01638,6.15694,6.09508,6.00141,6.09298,5.88915,6.08458,5.73046,5.90818,5.78231,6.03458,6.22623,5.93114,6.00626,5.96051,5.42682,5.30254,6.25081,6.29464,6.05775,6.15938,5.68582,5.23681,5.25639,5.37364,5.06291,5.14931,5.40984,5.03842,4.95836,5.18506,5.13625,6.45923,6.47704,6.24869,6.25168,6.37415,6.33202,6.24565,6.3199,6.20905,6.18127,6.2829,6.14169,6.09855,6.07226,6.07105,6.12237,6.02167,5.98115,6.00743,6.04846,5.90532,6.0209,6.11107,6.08312,6.0462,6.01263,5.98909,6.15073,5.97956,6.10035,6.00259,5.89042,5.84987
SIDM00510,5.9002,5.83215,5.67036,6.02707,5.69373,5.94835,5.94271,5.83077,6.14619,5.66736,5.74967,6.11926,6.23451,6.00842,6.0635,5.79347,5.95339,5.77962,5.57853,5.91339,5.61665,5.57233,5.68751,6.06614,5.892,5.69799,5.86466,5.98701,5.75068,5.68868,5.36939,5.83087,5.77746,5.86444,6.11274,5.92421,5.85394,5.88728,5.58187,5.73647,5.71369,5.8081,6.08312,5.59001,5.56247,5.57178,5.79995,5.49551,5.65502,5.85669,5.40125,5.8909,5.95396,6.03165,5.90575,6.17036,5.9443,5.96495,5.83869,5.99133,5.89384,5.8805,5.5902,5.92633,5.87706,5.96375,5.88469,5.62903,5.78827,5.60894,5.72977,5.57547,5.56438,5.6014,5.59434,5.65919,5.84462,5.91831,5.89716,5.59495,5.74873,5.86831,5.98256,6.03892,5.80915,5.63582,5.53792,5.61604,5.53932,5.59383,6.1,5.43103,5.9766,5.62263,6.17886,5.73122,5.73479,5.86655,5.91439,6.06575,5.98954,5.94024,5.68576,5.8535,6.10995,5.76573,5.81773,5.9444,5.73292,6.31596,6.67828,6.03485,5.98686,5.90304,5.67634,5.09678,5.80593,6.00846,5.71914,5.82152,5.6741,5.62571,5.65026,5.90933,5.85551,5.84413,5.90087,6.23525,6.44314,6.43069,6.3839,6.37247,6.17674,5.90196,5.66373,5.80008,6.0353,5.76032,5.72276,5.86033,5.59367,5.80381,5.64563,5.8982,5.80772,5.77081,5.76651,5.83408,5.88804,5.73037,5.86543,6.0124,6.02779,5.90133,5.84298,5.9043,6.01217,5.81671,6.04907,5.91525,5.89858,6.00632,6.02187,6.00402,6.05894,5.90624,6.05551,5.73574,5.88017,5.79531,5.90311,5.98192,5.7653,5.91755,5.86082,5.55627,5.54524,6.10185,5.96193,5.90839,6.00855,5.86678,5.71213,5.69791,5.803,5.69843,5.61443,5.71548,5.69316,5.6797,5.68459,5.59218,5.98175,5.95932,5.99899,5.846,5.88218,5.89927,5.95838,5.83394,5.82913,5.86486,5.96334,5.93719,5.84973,5.7917,5.80207,5.87011,5.9461,5.97917,5.90677,5.88228,5.77052,5.81331,5.95335,5.892,6.06262,6.00686,5.91442,5.96631,5.83131,5.93098,5.98579,5.94389,5.92199
SIDM00511,5.74355,5.92425,5.67174,6.28845,5.62844,6.07814,6.02671,5.78499,6.49144,5.64911,5.69894,6.34305,6.70003,6.3693,6.14801,5.78448,5.88667,5.63463,5.07251,6.06796,5.4444,5.65905,5.80746,6.35458,6.39536,5.23962,5.79937,6.30332,5.53202,5.54919,5.05498,5.89808,5.90963,5.82857,6.33517,5.79739,5.97308,5.86434,5.05788,5.3771,5.6302,5.59933,6.48521,5.68655,5.0731,4.99021,6.01099,4.9311,5.40369,5.69634,5.46779,5.87322,5.95581,6.02529,6.02558,5.93926,5.84132,5.96236,5.76728,5.64961,5.95099,5.65746,5.15245,5.94587,6.02688,5.90785,5.93027,5.06187,5.57054,5.20597,5.47126,5.16875,5.14444,5.13514,5.08458,5.29427,5.74563,5.92163,5.59874,5.36275,5.51101,5.88323,5.73041,6.62954,5.77168,5.31802,5.11565,5.12536,5.04346,5.14452,5.93232,4.61981,6.17618,5.11894,6.17214,5.5332,5.45008,5.66472,5.87887,5.58926,6.32515,5.84663,5.30007,5.56431,6.27496,5.45848,6.50527,5.67536,5.47339,6.60034,6.61884,6.01843,6.49267,5.41416,5.39358,4.73271,5.32324,6.24422,5.42233,5.29224,5.0011,5.2476,4.97618,5.33116,5.23981,5.21227,5.53584,5.74072,5.87545,6.10116,6.05751,5.76883,6.30666,5.76786,5.35857,5.48584,6.15782,5.7636,5.94343,6.04572,5.50364,6.26459,5.53393,6.37519,5.77323,5.99061,5.90141,6.04505,5.94343,6.19354,5.55632,6.07662,6.4778,5.68585,5.57659,5.7768,6.17194,5.88997,6.14909,5.84634,5.84556,6.39172,6.19338,6.11037,6.20425,5.80379,6.40219,5.74511,5.86999,5.97374,5.87849,6.14994,5.87651,5.90412,5.78238,5.48577,5.64603,6.55855,6.32819,5.87866,6.41906,5.62412,5.28328,5.37876,5.59158,5.21199,5.16401,5.72384,5.39055,5.25587,5.34304,5.30532,6.14431,6.3551,6.33996,5.74306,6.06219,6.42625,6.49594,5.96183,6.13267,6.4674,6.66555,6.17427,6.14018,5.97016,6.25854,6.5845,6.13081,6.36036,6.20375,6.21197,5.94708,6.39693,6.51194,6.18144,6.43205,6.36421,6.33475,6.39293,6.08147,6.44403,6.20568,6.16595,6.34611
SIDM00512,5.89762,5.99683,5.95208,5.88849,6.01182,5.93539,5.71425,5.89935,6.15131,5.96101,6.00457,6.146,5.86479,6.15463,5.76272,5.89824,5.95066,5.82386,5.33121,5.73758,5.70043,5.78292,5.77994,6.23223,6.4763,5.77464,5.47936,6.07329,6.1523,5.98074,5.60756,5.73177,6.01018,5.89636,5.5894,5.85208,6.04447,5.84877,5.62967,5.81373,5.62716,5.89998,6.13032,5.96895,5.74678,5.8809,6.24092,5.69809,5.85656,5.70654,5.72469,6.25075,5.69217,5.8912,5.70342,5.90154,6.06527,6.01254,5.9113,6.24914,5.22601,5.90343,5.87321,5.82092,5.91113,6.25281,5.40224,5.85583,5.90347,5.67782,5.777,5.88825,5.97742,5.85422,5.95839,5.82835,6.19374,6.29167,5.99022,6.09039,5.76781,5.82438,5.87253,5.76679,5.85882,5.88826,6.23976,6.08005,6.19067,5.8365,6.11558,5.7584,6.158,5.83661,6.60412,5.93551,5.78955,5.80622,5.38115,5.93787,5.76886,6.12916,5.90051,5.80153,5.55763,5.48791,6.12892,6.03521,5.91821,5.82,5.59184,6.11208,5.65565,6.08701,5.85403,6.64709,6.08902,5.74545,5.8401,5.85624,6.10819,6.18465,5.92332,5.62711,6.10118,5.73445,5.8261,5.68964,5.72077,5.59628,5.65716,5.8444,5.70184,6.03836,6.08393,5.89562,5.7787,5.79209,5.63033,5.71944,5.8188,5.70101,5.76349,5.65532,5.73724,5.55719,5.75288,5.89782,5.8129,5.50167,6.02876,5.83835,5.82453,5.86249,5.9384,5.95038,5.8197,5.7347,5.70175,5.8716,5.96051,5.934,5.60704,5.7284,5.85733,6.06323,5.69227,5.94487,5.93875,5.88907,5.7809,5.8724,5.92427,5.88967,5.96665,5.95691,6.04818,5.82702,5.93389,5.97748,5.91642,5.98884,5.79918,5.75885,5.74298,5.62932,5.92597,6.09525,5.78847,5.66892,5.84503,5.79492,6.18046,6.1289,5.98113,6.34543,6.27323,6.15025,6.00022,6.28715,6.30076,6.18466,6.08765,5.98117,6.17117,6.29155,6.30929,6.25246,5.93702,5.87713,6.05603,6.19857,6.33655,6.40702,6.41937,5.58152,5.91331,5.85022,6.00798,6.24234,6.31097,6.41706,5.8708,5.87209,5.9139
SIDM00513,5.86609,5.93855,5.96763,5.96615,5.98493,5.8682,5.85433,5.96233,5.82697,5.95062,6.00725,5.83448,5.72994,5.67441,5.59838,5.91723,5.88778,5.92225,5.85705,5.85286,5.89519,6.07471,6.02393,5.85597,5.8112,6.01529,5.52147,5.80376,6.16011,5.9571,5.92251,5.86494,5.98153,6.22733,5.7425,5.86042,5.90126,5.90444,6.00996,5.95525,5.79265,6.08536,5.81362,5.99872,5.86623,6.02096,5.81186,5.96692,5.97049,5.99734,6.16417,5.64695,5.8823,5.9751,5.77474,6.20103,5.9388,5.92688,5.848,6.06261,5.87874,5.90523,5.97266,5.99364,5.93408,6.2819,5.71159,5.88818,6.08329,5.87503,5.89097,5.98168,6.00623,5.94355,5.98657,5.89058,5.99446,6.20406,6.09602,6.0311,5.82053,5.77067,5.913,6.00867,5.79929,5.96173,6.17365,6.01029,6.0034,5.97316,6.39262,5.99979,5.95084,5.95403,6.42119,5.93069,5.83498,5.87241,5.77054,5.89692,5.98297,5.87836,5.93603,5.97929,5.67022,5.87073,5.80764,6.19746,5.97638,5.75875,6.14047,5.80034,5.72665,5.70979,6.01306,6.80479,5.99044,5.99833,5.99605,6.02401,6.04641,6.01678,6.00807,5.89746,6.37399,6.01173,6.03442,5.97787,5.94113,5.89862,6.11239,6.06786,5.67775,5.99723,6.05666,5.93353,5.86538,5.75187,5.86031,5.82622,5.91327,5.93277,5.84684,5.86591,5.79147,5.61749,5.69511,5.96056,5.74818,5.52313,5.75585,5.78182,5.86182,5.69549,5.72699,5.82969,5.86157,5.77023,5.75476,5.8507,5.90905,5.99552,5.83279,5.85018,5.82567,6.06801,5.79597,5.90063,5.92129,5.89313,5.75263,5.90064,5.89751,5.87582,5.91916,6.08149,6.10681,5.74016,5.82696,5.87277,5.89356,6.04693,6.01911,5.9799,6.081,6.04376,6.05386,6.11241,6.07754,6.07334,6.08955,6.06721,5.66436,5.65247,5.79174,5.5813,5.55666,5.62533,5.76825,5.53143,5.67896,5.7356,5.75657,5.56215,5.51741,5.62661,5.74471,5.78545,5.60448,5.58469,5.52649,5.59562,5.75153,5.8372,5.95063,5.45886,5.60667,5.61965,5.57789,5.64675,5.78375,5.92971,5.59923,5.59191,5.58345
